公司名称,工商名称,公司网址,成立时间,地点,运营状态,行业,子行业,融资时间,轮次,融资金额,投资方,融资总额,估值,团队,公司简介,详细地址,公开电话,公开邮箱,笔记
智变赢乾,杭州智变赢乾科技有限公司,http://zibaa.cn/,2017-01,浙江-杭州,运营中,企业服务,其他企业服务,2018-02-26,天使轮,未透露人民币,浙大友创,-,未透露,姚艳华:CEO兼总经理,"智变赢乾是一家集系统研发销售和服务为一体的高科技企业，主要以机器视觉技术为基础，立足于工业领域，开发各类质量在线检测分选机器人。其产品提供机器人抓取、自动排列、自动搬运、自动包装等整体自动化产品和服务，帮助客户快速提高效率、提升质量和降低成本。公司致力于离散型制造业智能工厂整体解决方案，提供规划设计、集成实施与服务，通过前期对需求企业生产工艺的调研、理解及优化建议，设计并提供能适应智能生产需要的全集成物流解决方案。
",浙江省杭州市拱墅区祥园路33号二楼A205,0571-8581-5256,37175564@qq.com,-
Manchester Imaging,,http://manchester-imaging.com/,2014-01,欧洲-英国,运营中,医疗健康,专科服务,2018-02-26,种子轮,84万美元,-,546万,2730万元,,Manchester Imaging是一家牙科智能诊断企业。专注于口腔领域利用机器学习和计算机视觉软件，以及在统计形状和外观建模和分类方面技术，开发口腔科图像分析软件。,,,,-
一芯智能,浙江一芯智能科技有限公司,http://www.ai-yixin.com/,2017-09,浙江-杭州,运营中,企业服务,客户服务,2018-02-26,天使轮,2000万人民币,有成资本,2000万,10000万元,"李进超:CEO,王永刚:CTO,高纪民:COO",一芯智能是一家为企业提供搭载人工智能的智能语音服务解决方案的公司，主打产品晓芯电话机器人，是企业电销和客服精英在专注于服务用户的智能化标配利器。,,,,-
May Mobility,,http://maymobility.com/,2017-01,北美洲-美国,运营中,汽车交通,交通出行,2018-02-27,天使轮,1150万美元,"Y Combinator,BMW i Ventures,Maven Ventures Growth Labs",7475万,3.7375亿元,,May Mobility是一家美国自动驾驶技术研发商，自主研发了一款微型电动巴士，可以在既定线路上安装传感器，并且在汽车车身贴上可以读取信号的“贴纸”，帮助自动驾驶汽车更好的了解周围的环境，并且能够在恶劣的天气下安全行驶，应对不可知的行人、自行车和其它障碍物。,,,,-
Orthotaxy,,http://www.orthotaxy.com/,2009-01,欧洲-法国,运营中,医疗健康,寻医诊疗,2018-02-26,并购,未透露人民币,-,-,未透露,,Orthotaxy是一家法国AI外科手术软件研发商，主要为用户提供差异化的机器人辅助手术解决方案，应用于全膝关节置换和部分膝关节置换领域，致力于通过人工智能技术实现个性化定制手术流程、优化手术方案，帮助改善临床结果。,,,,-
,,,,,,,,2017-08-31,天使轮,未透露人民币,-,,,,,,,,
Aurora,,https://aurora.tech/,2016-07,北美洲-美国,运营中,汽车交通,汽车综合服务,2018-03-01,A轮,9000万美元,"Greylock Partners,Index Ventures",5.85亿,29.25亿元,,Aurora是一家自动驾驶技术研发商，致力于严谨的工程和应用机器学习，以解决目前这一代人面临的最具挑战性的自动驾驶方式。Aurora由世界三大自动驾驶汽车行业领导者设计的软件和硬件将为下一次运输革命提供动力。,,,,-
量量新闻,深圳市聚纳识科技有限责任公司,http://ai.valuations.cn/,2017-11,广东-深圳,运营中,金融,金融信息化,2018-03-01,天使轮,数百万人民币,-,300万,1000万元,汪彦冰:CEO,量量新闻是一家金融资讯领域的人工智能公司，致力于打造7×24小时工作的阅读机器人，推测新闻背后的上市公司，基于AI对财经类研报与新闻做大量的学习与模拟，从而让机器拥有将“资讯”与“股票”做关联性匹配的能力。,深圳市南山区粤海街道科发路1号富利臻大厦702A,,,-
黄埔在线,黄埔在线（北京）信息科技有限公司,,2016-05,北京-海淀区,运营中,教育,教育综合服务,2018-03-06,战略投资,数千万人民币,保利资本,3000万,1.5亿元,黄澄敏:CEO,黄埔在线是一家智慧教育服务云平台。在线心理教育、思维训练、科学教育三大业务的市场拓展与布局。将基于智慧教育服务云平台，以研发创新应用、应用反哺科研，打造集教育内容、方法、工具及信息化服务的综合性智能教育平台。,北京市海淀区羊坊店博望园裙房1层1027号,136-0135-1325,miyiran@miittech.com,-
哈工大服务机器人,哈尔滨工大服务机器人有限公司,,2015-03,黑龙江-哈尔滨,运营中,硬件,机器人,2017-12-28,天使轮,未透露人民币,联创永宣,-,未透露,管俊:董事长,哈工大服务机器人是一家服务型机器人研发商，致力于开发教育娱乐机器人、餐饮服务机器人、迎宾机器人、康复机器人以及管道机器人等与人密切合作、半自主或全自主工作的新一代机器人。其产品可以实现教育引导、送餐自助、迎宾导览、保安监控、康复治疗、修理运输及维护保养等作用。,哈尔滨经开区哈平路集中区大连北路与兴凯路交口处,0451-5105-1507,zhaok@hitrobotgroup.com,-
AutoX,,https://www.autox.ai/,2016-10,北美洲-美国,运营中,汽车交通,车联网及硬件,2018-03-12,A轮,未透露人民币,仁智资本,-,未透露,肖健雄:创始人,AutoX主要研发的方向是将人工智能技术应用在自动驾驶领域。他们目前的解决方案涵盖了环境感知、路径规划以及系统对机械的控制。仅使用摄像头就能实现车辆的自动驾驶，由于无需采用雷达、激光、超声或者特殊的导航设备，所以能够大量降低自动驾驶的实现成本。,,,,-
,,,,,,,,2016-11-01,种子轮,未透露人民币,丹华资本,,,,,,,,
宽洋科技,深圳宽洋网络发展有限公司,http://www.pan-ocean.com.cn/,2013-11,广东-深圳,运营中,硬件,消费电子,-,-,-,-,-,-,刘大可:CEO,深圳宽洋网络发展有限公司成立于2013年9月，专注于触屏智能音箱的研发生产和销售。致力于智能化数码消费产品、智能家居产品、信息化智能产品等，在美国纽约、德国柏林、香港、中国北京、深圳、上海、厦门等地设有研发和销售中心。,广东省深圳市南山区高新南一道思创科技大厦四楼418室,,,-
齐悟,深圳市人马互动科技有限公司,http://www.qiwu.ai/,2016-10,广东-深圳,运营中,企业服务,行业信息化及解决方案,2018-06-06,A轮,5000万人民币,"博雅互动,中同资本,戴志康",5300万,未透露,王一:创始人兼CEO,齐悟是一家人工智能品牌，致力于为企业打造智能化、差异化产品提供深度定制化语音交互技术解决方案。齐悟机器人涵盖语音识别、语义识别、语音合成和嵌入式硬件模组，齐悟给客户提供的是完善的一站式语音交互技术解决方案。隶属于人马互动科技有限公司。,深圳市南山区留学生创业大厦2007室,0755-8696-8772,contact@qiwu.ai,-
,,,,,,,,2018-04-03,天使轮,数百万人民币,"海创会资本,霍恩基金",,,,,,,,
,,,,,,,,2018-02-05,种子轮,未透露人民币,有米广告,,,,,,,,
灵声机器人,杭州声讯网络科技有限公司,http://www.shengxunrobot.com/,2016-12,浙江-杭州,运营中,企业服务,销售营销,2018-09-30,A轮,未透露人民币,-,-,未透露,袁杭军:总经理,杭州声讯网络科技有限公司是一家专注于人工智能领域研发的公司，灵身机器人是其在企业电销领域打造的电话机器人，产品适用于企业业务和服务推广的语音营销服务平台。,浙江省杭州市文一西路1818号中国人工智能小镇3幢203,400-119-9800,listenrobot@lsrobot.vip,-
先见智控,北京先见智控科技有限公司,http://www.prefoco.com/,2017-07,北京-朝阳区,运营中,企业服务,黑科技及前沿技术,-,-,-,-,-,-,李长滨:CEO,先见智控科技开发支持边缘计算的智能工业传感器和数采终端，基于机器学习云端的智能诊断，服务于工业设备预测性维护。致力于帮助传统工业企业降低设备管理、维护成本，减员增效，实现智能工厂。,北京市朝阳区酒仙桥东路9号院1号楼102(电子城科技园集中办公区034号),010-6472-2397,xjzk@prefoco.com,-
广电运通,广州广电运通金融电子股份有限公司,http://www.grgbanking.com/,1999-07,广东-广州,运营中,企业服务,企业安全,2007-08-13,IPO上市,6.08亿人民币,-,6.1亿,未透露,黄跃珍:董事长,广电运通聚焦从金融安全到城市大安全的战略布局，致力于成为全球公共安全人工智能技术服务商，集自主研发、生产、销售及服务全产业链于一体，业务涵盖智能金融、智慧政务、智能交通与平安城市等领域。,广州市高新技术产业开发区科学城科林路9、11号,020-6287-9019,pr@grgbanking.com,-
,,,,,,,,2005-03-11,A轮,200万人民币,IPV Capital/盈富泰克,,,,,,,,
深眸科技,浙江深眸科技有限公司,http://www.sensemoment.com/,2018-05,浙江-嘉兴,运营中,企业服务,黑科技及前沿技术,-,-,-,-,-,-,"周礼:创始人,许淞斐:联合创始人,杨洋:联合创始人,郭帅:CTO",深眸科技是一家人工智能高科技企业，在人工智能、互联网、智能硬件等领域快速发展。企业汇聚了来自华中科技大学、美国北卡罗莱纳州立大学、美国密歇根大学、香港中文大学、上海交通大学等知名高校硕士博士，以及阿里巴巴等知名互联网企业顶尖科技人才，坚持开放、包容、创新的企业精神，通过技术手段实现生活的智能化，用科技推动商业和社会进步。包括智慧养老，智能金融，智能家居，智能安防，智慧医疗等。,浙江省桐乡市桐乡创业园3栋,027-8780-0984,cooperation@sensemoment.com,-
天启慧眼,天启慧眼（北京）信息技术有限公司,http://www.enlightmentinsight.com/,2016-07,北京-海淀区,运营中,医疗健康,医疗信息化,-,-,-,-,-,-,何恩培:董事长,天启慧眼是一家专注于人工智能技术研究与产品创新的高科技公司。拥有完全的自主知识产权，并在医疗、安防、农业、金融、翻译、游戏等领域实现了应用落地，具备承载国家人工智能战略使命的能力。天启慧眼定位智能医疗，联合顶级医疗机构与权威医学专家，开发智慧医疗解决方案，,北京市海淀区中关村南大街2号数码大厦A座8层,010-51727522,win-win@aieyeai.com,-
木牛机器人,上海木牛机器人有限公司,,2015-04,上海-闵行区,运营中,硬件,机器人,-,-,-,-,-,-,俞森:CEO,木牛机器人是一家教育机器人提供商，致力于为孩子们打造一个以多智能体互动技术为基础的情境化教育机器人平台。利用语音图像处理和自然语言处理技术，提供给教育机构作为教学辅助，使得对儿童的教学具有趣味性。,上海市闵行区东川路555号戊楼4040室,180-1850-9915,,-
鼎炬科技,浙江鼎炬电子科技股份有限公司,http://www.designauto.cn/,2010-07,浙江-杭州,运营中,硬件,综合硬件,2016-01-18,新三板定增,340万人民币,-,901万,未透露,张晓英:董事长,鼎炬科技是一个智能自动化产品研发商，立足于人工智能、机器人运动控制、2D/3D视觉处理、多传感器综合应用等核心技术的研发，聚焦在智能工厂自动化生产线、工厂信息化等领域的专业化技术研发和推广，同时注重工程技术的项目管理与系统集成的质量控制。,浙江省杭州市滨江区园区中路6号1号楼,0571-8899-7956,design@designs-hz.com,-
,,,,,,,,2015-11-11,新三板定增,561万人民币,-,,,,,,,,
,,,,,,,,2014-06-20,新三板,未透露人民币,-,,,,,,,,
佳都科技,佳都新太科技股份有限公司,http://www.pcitech.com/,1986-01,广东-广州,运营中,企业服务,综合企业服务,1996-07-16,IPO上市,1.16亿人民币,-,1.16亿,5.8亿元,刘伟:董事长,佳都科技是一家人工智能技术与产品提供商，为全球提供人脸识别、视频结构化、大数据和移动支付技术与服务，并应用于智能交通、智能安防等智慧城市各个领域。,广州市天河区新岑四路2号佳都智慧大厦,020-8552-1717,info@pcitech.com,-
小晓智能客服,重庆邂智科技有限公司,http://www.xiaoxiaobot.com,2017-12,重庆-渝北区,运营中,企业服务,其他企业服务,2017-12-03,Pre-A轮,1000万人民币,-,1000万,5000万元,杜若:创始人,重庆邂智科技有限公司专注于智能客服领域，属于技术创新型互联网企业。旗下产品小晓机器人，每年在电商、教育、旅游、医疗和金融等领域接待消费者超过100万人次。,重庆市渝北区两江新区互联网产业园11栋9楼,400-999-0589,bd@xiezhiai.com,-
